Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address
FIHEL-LAN-3D-N (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.109/27
FIHEL-LAN-2C1 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.112/27
FIHEL-LAN-2C1 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.112/27
FIHEL-LAN-2C1 (3),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.112/27
FIHEL-LAN-2C1 (4),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.112/27
FIHEL-LAN-2C1 (5),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.112/27
FIHEL-LAN-2B2 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.104/27
FIHEL-LAN-2B2 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.104/27
FIHEL-LAN-2B2 (3),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.104/27
FIHEL-LAN-1E (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.108/27
FIHEL-LAN-2B-IC01,Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.114/27
FIHEL-LAN-2C2-2 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.107/27
FIHEL-LAN-2C2-2 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.107/27
FIHEL-LAN-2C2-2 (3),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.107/27
FIHEL-LAN-2C2-2 (4),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.107/27
FIHEL-LAN-2C1-1,Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.105/27
FIHEL-LAN-2C2-1 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.106/27
FIHEL-LAN-2C2-1 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.106/27
FIHEL-LAN-2C2-1 (3),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.106/27
FIHEL-LAN-2C2-1 (4),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9300-48P,10.32.192.106/27
FIHEL-LAN-2B2-5A,Active,CDD,FIHEL,,,Switch (Access),Cisco,C1000-8FP-2G-L,10.32.192.118/27
FIHEL-LAN-2E (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,WS-C3850-24XU-L,10.32.192.111/27
FIHEL-LAN-2E (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,WS-C3850-24XU-L,10.32.192.111/27
FIHEL-LAN-2B2-1 (1),Active,CDD,FIHEL,,2B2,Switch (Access),Cisco,C9200-48P,10.32.192.102/27
FIHEL-LAN-2B2-1 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.102/27
FIHEL-WLC-2B,Active,CDD,FIHEL,,,Wireless LAN Controller,Cisco,AIR-CT5508-50-K9,10.32.192.101/27
FIHEL-LAN-2B1-1 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.116/27
FIHEL-LAN-2B1-1 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.116/27
FIHEL-LAN-2B1-1 (3),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.116/27
FIHEL-LAN-2B1-1 (4),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.116/27
FIHEL-LAN-2B2-2 (1),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.103/27
FIHEL-LAN-2B2-2 (2),Active,CDD,FIHEL,,,Switch (Access),Cisco,C9200-48P,10.32.192.103/27
FIHEL-FW02,Active,CDD,FIHEL,,,Firewall,Fortinet,FGT_501E,10.32.192.122/27
FIHEL-FW01,Active,CDD,FIHEL,,,Firewall,Fortinet,FGT_501E,
FIHEL-LAN-CMP04,Active,CDD,FIHEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.32.192.132/26
FIHEL-LAN-CMP02,Active,CDD,FIHEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.32.192.179/26
ARBU3-LAN03.thermofisher.com,Active,CTD,ARBU3,,,Switch (Access),Cisco,WS-C2960XR-24PD-I,10.162.145.38/27
ARBU3-CS01.thermofisher.com (1),Active,CTD,ARBU3,,,Switch (Core),Cisco,WS-C3850-12XS-S,10.162.212.1/25
ARBU3-CS01.thermofisher.com (2),Active,CTD,ARBU3,,,Switch (Core),Cisco,WS-C3850-12XS-S,10.162.212.1/25
ARBU3-LAN04.thermofisher.com,Active,CTD,ARBU3,,,Switch (Access),Cisco,WS-C3750X-24T-S,10.162.145.39/27
ARBU3-LAN01.thermofisher.com (1),Active,CTD,ARBU3,,,Switch (Access),Cisco,C9300-48P,10.162.212.11/25
ARBU3-LAN01.thermofisher.com (2),Active,CTD,ARBU3,,,Switch (Access),Cisco,C9300-48P,10.162.212.11/25
ARBU3-LAN02.thermofisher.com (1),Active,CTD,ARBU3,,,Switch (Access),Cisco,C9300-48P,10.162.212.12/25
ARBU3-LAN02.thermofisher.com (2),Active,CTD,ARBU3,,,Switch (Access),Cisco,C9300-48P,10.162.212.12/25
ATLIN-CS01.thermofisher.com,Active,DSD,ATLIN,,,Switch (Core),Arista,DCS-7280SR-48C6,10.60.28.2/25
ATLIN-CS02.thermofisher.com,Active,DSD,ATLIN,,,Switch (Core),Arista,DCS-7280SR-48C6,10.60.28.3/25
ATLIN-001-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.234/25
ATLIN-001-AS-2.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.235/25
ATLIN-001-AS-2.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.235/25
ATLIN-001-AS-2.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.235/25
ATLIN-001-AS-3.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.236/25
ATLIN-001-AS-3.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.236/25
ATLIN-001-AS-3.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.236/25
ATLIN-008-AS-1.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.252/25
ATLIN-008-AS-1.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.252/25
ATLIN-008-AS-2.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.134/25
ATLIN-008-AS-2.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.134/25
ATLIN-008-AS-2.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.134/25
ATLIN-008-AS-2.thermofisher.com (4),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.134/25
ATLIN-008-AS-3.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.214/25
ATLIN-008-AS-3.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.214/25
ATLIN-008-AS-4.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.209/25
ATLIN-008-AS-4.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.209/25
ATLIN-030-AS-1.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.207/25
ATLIN-030-AS-1.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.207/25
ATLIN-030-AS-2.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.228/25
ATLIN-039-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.221/25
ATLIN-040-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.140/25
ATLIN-042-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.141/25
ATLIN-045-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.238/25
ATLIN-052-AS-1.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.211/25
ATLIN-052-AS-1.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.211/25
ATLIN-052-AS-2.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.231/25
ATLIN-052-AS-3.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.222/25
ATLIN-055-AS-3.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.155/25
ATLIN-055-AS-4.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.154/25
ATLIN-055-AS-4.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.154/25
ATLIN-056-AS-1.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.136/25
ATLIN-056-AS-1.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.136/25
ATLIN-062-AS-1.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.137/25
ATLIN-062-AS-1.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.137/25
ATLIN-070-AS-2.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.249/25
ATLIN-070-AS-2.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.249/25
ATLIN-070-AS-2.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.249/25
ATLIN-070-AS-3.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.248/25
ATLIN-070-AS-3.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.248/25
ATLIN-070-AS-3.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.248/25
ATLIN-070-AS-4.thermofisher.com (1),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.250/25
ATLIN-070-AS-4.thermofisher.com (2),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.250/25
ATLIN-070-AS-4.thermofisher.com (3),Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.250/25
ATLIN-070-AS-5.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.246/25
ATLIN-700-AS-2.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.229/25
ATLIN-062Cont-AS-1,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.135/25
ATLIN-701-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.251/25
ATLIN-709-AS-1.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.199/25
ATLIN-CS-EXT-01.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.60.28.132/25
ATLIN-CS-EXT-02.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960XR-48TD-I,10.60.28.133/25
ATLIN-070-AS-7.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.243/25
ATLIN-070-AS-8.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.28.156/25
ATLIN-AS-APSTAGING-01.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-24PD-L,10.60.28.201/25
a-dsm12,Active,DSD,ATLIN,,,Router (undefined),Cisco,CISCO2801,172.23.30.12/32
ATLIN-070-AS-6.thermofisher.com,Active,DSD,ATLIN,,,Switch (Access),Cisco,WS-C2960X-48LPD-L,10.60.28.247/25
ATLIN-WLC01,Active,DSD,ATLIN,,,Wireless LAN Controller,Cisco,AIR-CT5520-K9,10.60.28.10/25
ATVI5-LAN01.thermofisher.com (3),Active,BID,ATVI5,,,Switch (Core),Cisco,WS-C3650-48PD,10.112.72.1/26
ATVI5-LAN01.thermofisher.com (4),Active,BID,ATVI5,,,Switch (Core),Cisco,WS-C3650-48PD,10.112.72.1/26
ATVI5-LAN01.thermofisher.com (1),Active,BID,ATVI5,,,Switch (Core),Cisco,WS-C3650-48PD,10.112.72.1/26
ATVI5-LAN01.thermofisher.com (2),Active,BID,ATVI5,,,Switch (Core),Cisco,WS-C3650-48PD,10.112.72.1/26
ATVI5-LAN02.thermofisher.com (1),Active,BID,ATVI5,,,Switch (Access),Cisco,WS-C3650-48PD,10.112.72.2/26
ATVI5-LAN02.thermofisher.com (2),Active,BID,ATVI5,,,Switch (Access),Cisco,WS-C3650-48PD,10.112.72.2/26
ATVI5-LAN02.thermofisher.com (3),Active,BID,ATVI5,,,Switch (Access),Cisco,WS-C3650-48PD,10.112.72.2/26
ATVI5-LAN03.thermofisher.com (1),Active,BID,ATVI5,,,Switch (Access),Cisco,WS-C3650-48PD,10.112.72.3/26
ATVI5-LAN03.thermofisher.com (2),Active,BID,ATVI5,,,Switch (Access),Cisco,WS-C3650-48PD,10.112.72.3/26
ATVIE-LAN01.thermofisher.com (1),Active,CMD,ATVIE,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.112.136.33/27
ATVIE-LAN01.thermofisher.com (2),Active,CMD,ATVIE,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.112.136.33/27
ATVIE-LAN01.thermofisher.com (3),Active,CMD,ATVIE,,,Switch (Core),Cisco,WS-C2960X-48FPS-L,10.112.136.33/27
ATVIE-LAN02.thermofisher.com,Active,CMD,ATVIE,,,Switch (Access),Cisco,WS-C2960X-24PS-L,10.112.136.34/27
AUADL-LAN01.thermofisher.com,Active,CAD,AUADL,,,Switch (Access),Cisco,C9200L-48P-4X,10.71.2.221/28
AUADL-LAN02.thermofisher.com,Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-24PS,10.71.2.20/28
AUADL-LAN04.thermofisher.com,Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-24PS,10.71.2.21/28
AUADL-LAN05.thermofisher.com,Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-24PS,10.71.2.22/28
AUADL-LAN07.thermofisher.com (1),Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-48PS,10.71.2.24/28
AUADL-LAN07.thermofisher.com (2),Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-48PS,10.71.2.24/28
AUADL-LAN08.thermofisher.com (1),Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-48PS,10.71.2.25/28
AUADL-LAN08.thermofisher.com (2),Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-48PS,10.71.2.25/28
AUADL-LAN08.thermofisher.com (3),Active,CAD,AUADL,,,Switch (Access),Cisco,WS-C3650-48PS,10.71.2.25/28
AUADL-MGCP-RTR,Active,CAD,AUADL,,,Router (undefined),Cisco,Cisco CISCO2951/K9,10.71.0.2/23
AUBRI-6F-AS-01.thermofisher.com (1),Active,DSD,AUBRI,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.15.16/26
AUBRI-4F-AS-01.thermofisher.com,Active,DSD,AUBRI,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.15.14/26
AUBRI-1F-AS-01.thermofisher.com,Active,DSD,AUBRI,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.15.13/26
AUBRI-4F-AS-02.thermofisher.com,Active,DSD,AUBRI,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.15.15/26
AUBRI-3F-AS-01.thermofisher.com,Active,DSD,AUBRI,,,Switch (Access),Cisco,C9200L-48P-4X,10.60.15.22/26
AUBRI-TOR01,Active,DSD,AUBRI,,,Switch (Server Access),Arista,DCS-7020SR-32C2,10.60.15.50/26
AUBRI-TOR02,Active,DSD,AUBRI,,,Switch (Server Access),Arista,DCS-7020SR-32C2,10.60.15.51/26
AUMAL-CS01.thermofisher.com,Active,AIG,AUMAL,,,Switch (Core),Cisco,WS-C3650-48PS,10.70.7.145/28
AUNCS-LAN02.thermofisher.com,Active,BCD,AUNCS,,,Switch (Access),Cisco,WS-C3650-48PS,10.70.138.34/27
AUNCS-CS01.thermofisher.com,Active,BCD,AUNCS,,,Switch (Core),Cisco,WS-C3650-24PS-E,10.70.138.33/27
AUNRT-LAN01.thermofisher.com (1),Active,IES,AUNRT,,,Switch (Access),Cisco,WS-C3650-48PS,10.70.9.146/28
AUNRT-LAN01.thermofisher.com (2),Active,IES,AUNRT,,,Switch (Access),Cisco,WS-C3650-48PS,10.70.9.146/28
AUNRT-LAN01.thermofisher.com (3),Active,IES,AUNRT,,,Switch (Access),Cisco,WS-C3650-48PS,10.70.9.146/28
AUSCO-CS-02.thermofisher.com,Active,LPD,AUSCO,,,Switch (Core),Arista,DCS-7020SR-24C2,10.70.3.172/27
AUSCO-LAN01.thermofisher.com (1),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-LAN01.thermofisher.com (2),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-LAN01.thermofisher.com (3),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-LAN01.thermofisher.com (4),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-LAN01.thermofisher.com (5),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-LAN01.thermofisher.com (6),Active,LPD,AUSCO,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.70.3.165/27
AUSCO-AU-DMVPN01.dmvpn.thermo.com,Active,LPD,AUSCO,,,Router (DMVPN),Cisco,CSR1000V,10.255.140.1/32
AUTOL-CS01.thermofisher.com,Active,SDG,AUTOL,,,Switch (Core),Cisco,WS-C2960X-24TS-L,10.70.15.1/29
BEGEL-LAN12,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.140.10.154/25
BEGEL-LAN11,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.140.10.153/25
BEGEL-LAN09,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.140.10.151/25
BEGEL-LAN10,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960X-48FPD-L,10.140.10.152/25
BEGEL-CS01 (1),Active,LCD,BEGEL,,,Switch (Core),Cisco,WS-C3850-48P-S,10.140.10.65/26
BEGEL-CS01 (2),Active,LCD,BEGEL,,,Switch (Core),Cisco,WS-C3850-24XS-S,10.140.10.65/26
BEGEL-CS01 (3),Active,LCD,BEGEL,,,Switch (Core),Cisco,WS-C3850-24XS-S,10.140.10.65/26
BEGEL-CS01 (4),Active,LCD,BEGEL,,,Switch (Core),Cisco,WS-C3850-48P-S,10.140.10.65/26
BEGEL-LAN-CMP04,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.114/26
BEGEL-LAN-CMP02,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.112/26
BEGEL-LAN-CMP03,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.113/26
BEGEL-LAN-CMP12,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.158/25
BEGEL-LAN-CMP06,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.66/26
BEGEL-LAN-CMP15,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.141/25
BEGEL-LAN-CMP05,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.116/26
BEGEL-LAN-CMP14,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.136/25
BEGEL-LAN-CMP11,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.157/25
BEGEL-LAN-CMP18,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.138/25
BEGEL-LAN-CMP17,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.139/25
BEGEL-LAN-CMP13,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.124/26
BEGEL-LAN-CMP16,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.140/25
BEGEL-LAN-CMP01,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.111/26
BEGEL-LAN-CMP07,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.67/26
BEGEL-LAN-CMP10,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.156/25
BEGEL-LAN-CMP09,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.155/25
BEGEL-LAN-CMP08,Active,LCD,BEGEL,,,Switch (Access),Cisco,WS-C2960CX-8TC-L,10.140.10.68/26
BEGEL-LAN13 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9200-48P,10.140.10.143/25
BEGEL-LAN13 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9200-48P,10.140.10.143/25
BEGEL-LAN14,Active,LCD,BEGEL,,,Switch (Access),Cisco,C9200-48P,10.140.10.142/25
BEGEL-LAN01 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.150/25
BEGEL-LAN01 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.150/25
BEGEL-LAN02 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.149/25
BEGEL-LAN02 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.149/25
BEGEL-LAN03 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.148/25
BEGEL-LAN03 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.148/25
BEGEL-LAN04 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.147/25
BEGEL-LAN04 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.147/25
BEGEL-LAN05 (1),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.146/25
BEGEL-LAN05 (2),Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.146/25
BEGEL-LAN07,Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.144/25
BEGEL-LAN06,Active,LCD,BEGEL,,,Switch (Access),Cisco,C9300-48P,10.140.10.145/25
BEGOS-CS01,Active,DSD,BEGOS,,,Switch (Core),Arista,DCS-7280SR-48C6,10.132.77.2/24
BEGOS-CS02,Active,DSD,BEGOS,,,Switch (Core),Arista,DCS-7280SR-48C6,10.132.77.3/24
BEGOS-LAN01 (1),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.11/24
BEGOS-LAN01 (2),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.11/24
BEGOS-LAN01 (3),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.11/24
BEGOS-LAN01 (4),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.11/24
BEGOS-LAN02,Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.12/24
BEGOS-LAN03 (1),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.13/24
BEGOS-LAN03 (2),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.13/24
BEGOS-LAN04 (1),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.14/24
BEGOS-LAN04 (2),Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.14/24
BEGOS-LAN05,Active,DSD,BEGOS,,,Switch (Access),Cisco,C9200-48P,10.132.77.15/24
BESEN02-CS01 (1),Active,DSD,BESEN02,,,Switch (Core),Cisco,C9300-48P,10.116.160.1/28
BEMER-LAN01,Active,BID,BEMER,,,Switch (Core),Cisco,WS-C3560G-48PS-S,10.112.172.33/27
BEMER-LAN02 (1),Active,BID,BEMER,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.112.172.34/27
BEMER-LAN02 (2),Active,BID,BEMER,,,Switch (Access),Cisco,WS-C3750X-48P-S,10.112.172.34/27
BESEN-CS01,Active,DSD,BESEN,,,Switch (Core),Arista,DCS-7280SR-48C6,10.132.70.2/24
BESEN-CS02,Active,DSD,BESEN,,,Switch (Core),Arista,DCS-7280SR-48C6,10.132.70.3/24
BESEN-LAN01 (1),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.10/24
BESEN-LAN01 (2),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.10/24
BESEN-LAN01 (3),Active,DSD,BESEN,,,Switch (Access),Cisco,C9200-48P,10.132.70.10/24
